x,y,z,u
5.326047632086214,11.481470219215394,2.5857990287249173,0.2
5.447200015946451,11.73105384677416,2.7058685114460928,0.2
5.5708694229180145,11.984981620633704,2.831322178619508,0.2
5.697090656307606,12.243248527453225,2.9623836493745483,0.2
5.825897854681397,12.505843338528393,3.0992839482796986,0.2
5.957324491865035,12.77274860979134,3.242261505342545,0.2
6.091403376943639,13.043940681810668,3.3915621560097757,0.2
6.2281659885790495,13.319386940862543,3.547438938953912,0.2
6.367640766039885,13.59903817211485,3.710152530160857,0.2
6.509857157899199,13.882844926983825,3.879972891702934,0.2
6.65484248054409,14.170745334328396,4.057177151090899,0.2
6.802621506693791,14.462663451828629,4.242049406595698,0.2
6.953216465399662,14.758509265985735,4.43488072724847,0.2
7.106647042045198,15.05817869212207,4.635969152840542,0.2
7.26293037834602,15.361553574381126,4.845619693923436,0.2
7.4220810723498865,15.668501685727547,5.064144331808862,0.2
7.5841111784366815,15.978876727947114,5.291862018568724,0.2
7.749030207318424,16.29251833164675,5.529098677035115,0.2
7.916844531157995,16.60925010377249,5.7761859007674,0.2
8.08755405949509,16.928867574518836,6.0334550810824075,0.2
8.261157776822191,17.25115552078454,6.301250573246386,0.2
8.437649895532955,17.575877077872622,6.579919199774783,0.2
8.617018926855037,17.90277085043669,6.869808026382647,0.2
8.799247680850096,18.231550912480927,7.1712643619846315,0.2
8.984313266413793,18.561906807360103,7.484635758694991,0.2
9.172187091275791,18.893503547779567,7.810270011827583,0.2
9.362834861999753,19.22598161579524,8.148515159895869,0.2
9.556216583983344,19.55895696281364,8.499719484612912,0.2
9.752286342781153,19.892020604932263,8.864230555033537,0.2
9.950987967780586,20.224728672418667,9.242378210855815,0.2
10.152259913049475,20.5566084940169,9.634499002435822,0.2
10.35603267316397,20.887157628289806,10.040921233074396,0.2
10.56222689104093,21.21584101089237,10.461956050639085,0.2
10.770753357937911,21.542090954571723,10.897897447564148,0.2
10.981513013453172,21.865307149167165,11.349022260850566,0.2
11.194396945525675,22.18485666161013,11.815590172066019,0.2
11.409286390435083,22.500073935924213,12.297843707344908,0.2
11.626052732801764,22.81026079322515,12.796008237388346,0.2
11.844556497145373,23.11468818950382,13.310283439884781,0.2
12.064644106389252,23.412592146524165,13.840825165835348,0.2
12.28615174785986,23.703164244894896,14.387781548559527,0.2
12.508902377757211,23.985567880901023,14.951257601996387,0.2
12.732705376216762,24.258939389735467,15.53131181572341,0.2
12.95735654730941,24.52238804549909,16.127956154956486,0.2
13.182638119041487,24.774996061200664,16.741156060549923,0.2
13.40831874335477,25.015818588756886,17.37083044899644,0.2
13.63415349612647,25.24388371899239,18.016851712427172,0.2
13.859883877169239,25.458192481639706,18.679045718611658,0.2
14.085237616546337,25.657738293885785,19.357170735995613,0.2
14.309925510380866,25.841487350934717,20.05091690013853,0.2
14.533643384600188,26.00838313861656,20.759917301234523,0.2
14.756073627868266,26.157374510065836,21.483730305059275,0.2
14.9768851915928,26.287415685963964,22.221839552772778,0.2
15.195733589925212,26.39746625453923,22.973653960919354,0.2
15.412260899760664,26.486491171566794,23.738507721427638,0.2
15.626095760738044,26.553460760368708,24.51566030161059,0.2
15.836853964588492,26.59735551095272,25.304296039754966,0.2
16.044141131540734,26.617201452437044,26.10351313733125,0.2
16.24754689416317,26.612033641067697,26.912321541331703,0.2
16.446652543842028,26.580936141283086,27.72965395595502,0.2
16.641032499421343,26.523051735891126,28.554366423532233,0.2
16.830254307202893,26.43758192606926,29.385238324526455,0.2
17.013878640946256,26.323786931364438,30.22097237753305,0.2
17.191459301957426,26.18098569000681,31.060194639547248,0.2
17.362548865781175,26.008580844479685,31.90147037780252,0.2
17.52669347198381,25.806057299720432,32.74328478093628,0.2
17.683436736973213,25.572984830603648,33.584058188155716,0.2
17.83232824979622,25.30904373795888,34.42217288769303,0.2
17.972923572138594,25.014024848570653,35.255973116805485,0.2
18.104784238325042,24.687829515178443,36.08376506177535,0.2
18.227477755319214,24.330469616476698,36.90381685790995,0.2
18.34057963459826,23.942070693643988,37.71436877462406,0.2
18.443679189467737,23.522892386187603,38.51366501711403,0.2
18.536373948704494,23.07332044379071,39.29992365015651,0.2
18.61828173285857,22.593868688505786,40.07139143931809,0.2
18.689041820734452,22.085179953343992,40.826349435199475,0.2
18.748314949391084,21.54802608227516,41.563112973435466,0.2
18.795783314141858,20.983307930227802,42.28003167469495,0.2
18.83115252101857,20.392049669811,42.975504175431254,0.2
18.85415467592424,19.77539817088779,43.64800660879879,0.2
18.86454787520567,19.134625168248714,44.29607806531886,0.2
