x,omega,u
0.14418982543264,19.98965352433886,1.8216
0.1444349914855387,19.991032527721963,1.8216
0.14463727487018246,19.992177427744647,1.8216
0.14488042765227108,19.993187249640616,1.8216
0.1451410371700088,19.99389457409859,1.8216
0.1454774714996316,19.994322564864653,1.8216
0.14569738778112037,19.994498323033135,1.8216
0.1458709820567204,19.994453016741645,1.8216
0.1461243437995418,19.994222009392203,1.8216
0.1462875361759563,19.993737466290575,1.8216
0.1462415581038309,19.993201237525188,1.8216
0.14631739130434426,19.992709094827777,1.8216
0.14632953803823184,19.992251440769184,1.8216
0.1464429439052385,19.99182074338661,1.8216
0.14664296236022092,19.991411452176685,1.8216
0.14684441527065553,19.99101991556225,1.8216
0.14684594200101986,19.990457522955154,1.8216
0.14675676249276126,19.989645291861017,1.8216
0.14690348799167496,19.988613095309816,1.8216
0.14703473647123602,19.98739216238105,1.8216
0.1471954877567933,19.98601509588944,1.8216
0.14730387722403154,19.984408367014893,1.8216
0.14726596062377484,19.982765084698368,1.8216
0.1472335469637324,19.98108800341087,1.8216
0.14729055608217143,19.979376201286325,1.8216
0.14737165734130453,19.977624979902686,1.8216
0.14742657769127815,19.975825762589288,1.8216
0.14751708260282007,19.974073511368488,1.8216
0.14756436930097203,19.972380641587833,1.8216
0.1475485064047142,19.970758136054805,1.8216
0.14761866050381747,19.969215545036757,1.8216
0.14775796206661893,19.967760986260938,1.8216
0.147949793220307,19.966401144914506,1.8216
0.14778475534564986,19.9651412736445,1.8216
0.14788184533046644,19.963798415680003,1.8216
0.14777824577003057,19.962458299791802,1.8216
0.14787979011651442,19.961102475099175,1.8216
0.14792766401865273,19.95971572211625,1.8216
0.14800926859548838,19.95828594221652,1.8216
0.14796285431468748,19.956804045623535,1.8216
0.14801316091905456,19.955450614805635,1.8216
0.14802994656443366,19.954138894559357,1.8216
0.14800394181647,19.95288754077194,1.8216
0.14791802548464944,19.951713091470406,1.8216
0.1478485173099311,19.950629957978727,1.8216
0.14775853249334844,19.949650416074963,1.8216
0.14767907540537692,19.948784597148467,1.8216
0.14770795745287332,19.94804047935699,1.8216
0.14775140215922936,19.947423878783884,1.8216
0.1477335847125601,19.946938440595236,1.8216
0.1477418223456247,19.946585630197042,1.8216
0.1478092669177627,19.946364724392353,1.8216
0.1478709233363217,19.946272802538452,1.8216
0.1478904101200377,19.946304737704,1.8216
0.14788426125543855,19.946453187826208,1.8216
0.147852225083673,19.946708586867988,1.8216
0.14792991217105733,19.9470591359751,1.8216
0.14787710575543433,19.947490794633346,1.8216
0.1479641126089437,19.947800494947824,1.8216
0.1480503644858993,19.94805302775983,1.8216
0.14811634943670002,19.9482081686107,1.8216
0.14826352792154596,19.948228079945427,1.8216
0.14835339529733133,19.948077191734285,1.8216
0.14830152840808644,19.947829600728767,1.8216
0.14830563883599035,19.947669744286006,1.8216
0.14836870454411638,19.947516601858055,1.8216
0.1483413072838424,19.947396542499472,1.8216
0.14841834844684182,19.947335896135247,1.8216
0.14851251080035544,19.947361046410627,1.8216
0.14851985923881225,19.94739100490664,1.8216
0.14850845070422178,19.947423487665066,1.8216
0.1483936103817629,19.947453792210887,1.8216
0.14840628559923813,19.947474788709485,1.8216
0.14839986829853088,19.94747691112377,1.8216
0.14837733644271467,19.947448148371333,1.8216
0.14839466734893816,19.94748155558975,1.8216
0.1482176001811908,19.94758926456616,1.8216
0.148226500515897,19.947783695143258,1.8216
